,pretty_formula,D_max,composition,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,PymatgenData mean X,PymatgenData std_dev X,PymatgenData mean group,PymatgenData std_dev group,PymatgenData mean block,PymatgenData std_dev block,PymatgenData mean atomic_mass,PymatgenData std_dev atomic_mass,PymatgenData mean atomic_radius,PymatgenData std_dev atomic_radius,PymatgenData mean mendeleev_no,PymatgenData std_dev mendeleev_no,PymatgenData mean electrical_resistivity,PymatgenData mean thermal_conductivity,PymatgenData std_dev thermal_conductivity,PymatgenData mean melting_point,PymatgenData std_dev melting_point,Miedema_deltaH_amor,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,Yang omega,Yang delta,Miedema_deltaH_ami,Miedema_deltaH_am_min
1323,C16Co72W12,0.2,C16 Co72 W12,0.015575306,0.015575306,0.032659863,2.0448,0.404663037,9.44,3.326442152,2.84,0.551677284,66.4144124,70.07552642,1.246,0.358590235,67.88,18.33326746,1.65E-06,114.8,37.61937521,2324.36,1343.181646,0.149459187,0.210084034,0.033613445,0.579831933,0.176470588,0.624416558,0.155268601,0.132747301,-0.15312961
1324,C14Co72W14,0.2,C14 Co72 W14,0.005312474,0.009280589,0.016329932,2.041,0.39544479,9.28,3.25304142,2.86,0.521681798,69.8509984,73.24316425,1.259,0.339093169,67.08,17.55858188,1.45E-06,115.4,38.99853941,2322.26,1336.919478,0.117974847,0.203252033,0.028455285,0.569105691,0.199186992,0.690356309,0.146701757,0.124891996,-0.130810905
1325,C18Co72Mo10,0.2,C18 Co72 Mo10,0.019643525,0.020120182,0.022873202,2.0286,0.389292128,9.6,3.387537429,2.82,0.57971163,54.1878264,34.10118125,1.243,0.386477366,68.78,18.87860269,1.85E-06,111.1,26.86105719,2246.56,1208.503423,0.154021112,0.243589744,0.046153846,0.71025641,0,0.51754757,0.165950436,0.137931904,-0.169162726
1326,C16Co72Mo12,0.2,C16 Co72 Mo12,0.008117692,0.011222878,0.021820279,2.0208,0.372902831,9.44,3.326442152,2.84,0.551677284,55.8664124,33.89062772,1.258,0.369635543,68,18.14794275,1.65E-06,111.08,26.73989041,2228.48,1166.881537,0.102357855,0.239795918,0.040816327,0.719387755,0,0.554871349,0.158589931,0.134125438,-0.153379139
1327,B16C12Co72,0.2,B16 C12 Co72,-0.018624512,0.018624512,0.04286607,1.986,0.325292511,10.24,3.018061572,2.72,0.675663925,45.6029444,32.17050743,1.192,0.385822104,71.24,17.82706784,1.60E+11,93.12,47.5225347,2104.8,993.7057346,0.208960819,0.268817204,0.053763441,0.677419355,0,0.521567525,0.167224415,0.095243125,-0.046865995
1328,B20C8Co72,0.2,B20 C8 Co72,-0.02193724,0.02193724,0.056899033,1.9656,0.278291796,10.2,2.93933766,2.72,0.68061391,45.5549564,32.52224582,1.198,0.37345269,70.88,17.0386671,2.00E+11,88.6,49.44173636,2046.76,857.663044,0.112101416,0.27027027,0.048648649,0.681081081,0,0.536481229,0.160116869,0.092496901,-0.031433528
1329,B24C4Co72,0.2,B24 C4 Co72,-0.025245,0.025245,0.040773766,1.9452,0.216773866,10.16,2.876234913,2.72,0.69084928,45.5069684,33.12854531,1.204,0.362754613,70.52,16.28998577,2.40E+11,84.08,50.78721206,1988.72,683.7159664,0.021678472,0.27173913,0.043478261,0.684782609,0,0.536728272,0.152696058,0.092525326,-0.025225603
1330,B28Co72Mn0,0.2,B28 Co72,-0.028547789,0.028547789,0.045961941,1.9248,0.113137085,10.12,2.828427125,2.72,0.707106781,45.4589804,34.02753041,1.21,0.353553391,70.16,15.55634919,2.80E+11,79.56,51.61879503,1930.68,410.8290399,-0.150186509,0.273224044,0.038251366,0.68852459,0,0.49171796,0.144914156,0.095805567,-0.028961288
1331,B20Co72.5Si7.5,0.2,B20 Co72.5 Si7.5,0.003478294,0.031463669,0.10069205,1.9135,0.096923522,10.175,2.935407651,2.725,0.681919773,46.99517888,30.23721272,1.23125,0.307670406,69.975,14.82054952,2.00E+11,89.15,51.46432997,1878.125,361.0052676,-0.069705605,0.269360269,0.047138047,0.683501684,0,0.508098238,0.126763699,0.082636125,0.00101328
1332,B15Co72.5Si12.5,0.2,B15 Co72.5 Si12.5,0.022984308,0.022984308,0.093541435,1.9065,0.085481947,10.225,3.037256717,2.725,0.676032586,47.85890388,28.06743658,1.24375,0.279268129,69.925,14.57079349,1.50E+11,95.3,49.98016799,1845.025,323.0280245,-0.074040273,0.267558528,0.053511706,0.678929766,0,0.472106286,0.113583362,0.080563062,0.008397368
1333,B13.5Co73Si13.5,0.2,B13.5 Co73 Si13.5,0.01927727,0.01927727,0.085732141,1.9043,0.082336567,10.215,3.069977995,2.73,0.676520695,48.27225985,27.57397041,1.24875,0.27231879,69.805,14.55058197,1.35E+11,96.895,49.31373873,1835.5,311.9219418,-0.07321077,0.266134398,0.053892216,0.679973387,0,0.461719396,0.109176047,0.080191733,0.010211596
1334,Al0B26Co74,0.2,B26 Co74,-0.034845694,0.034845694,0.074246212,1.9216,0.113137085,10.04,2.828427125,2.74,0.707106781,46.4214243,34.02753041,1.22,0.353553391,69.72,15.55634919,2.60E+11,81.02,51.61879503,1919.06,410.8290399,-0.137305899,0.268817204,0.034946237,0.696236559,0,0.49494984,0.140661007,0.09151487,-0.019651192
1335,B20Co75Si5,0.2,B20 Co75 Si5,0.025347139,0.029025595,0.084983659,1.913,0.101270411,10.05,2.911130973,2.75,0.688972818,47.76637125,31.26166383,1.2375,0.32008207,69.45,15.02297818,2.00E+11,87.9,51.4200867,1880.15,374.0392841,-0.0582056,0.264900662,0.039735099,0.695364238,0,0.520065585,0.12653879,0.081048196,0.004215083
1336,B17.5Co75Si7.5,0.2,B17.5 Co75 Si7.5,0.024309985,0.024309985,0.065616732,1.9095,0.095241945,10.075,2.961592146,2.75,0.683585927,48.19823375,30.01078176,1.24375,0.304272535,69.425,14.83822419,1.75E+11,90.975,50.87702785,1863.6,354.5024683,-0.059808789,0.264026403,0.04290429,0.693069307,0,0.506188809,0.120065963,0.078226488,0.011229768
1337,B15Co75Si10,0.2,B15 Co75 Si10,0.019344426,0.019344426,0.062360956,1.906,0.088944427,10.1,3.018461713,2.75,0.680413817,48.63009625,28.81897663,1.25,0.288675135,69.4,14.7019777,1.50E+11,94.05,50.03572798,1847.05,333.4864371,-0.061843635,0.263157895,0.046052632,0.690789474,0,0.486904174,0.113159735,0.076935882,0.015409583
1338,B12.5Co75Si12.5,0.2,B12.5 Co75 Si12.5,0.014375186,0.014375186,0.061237244,1.9025,0.082181787,10.125,3.082207001,2.75,0.67936622,49.06195875,27.66722859,1.25625,0.272982107,69.375,14.6116392,1.25E+11,97.125,48.87306951,1830.5,310.2713453,-0.064483884,0.262295082,0.049180328,0.68852459,0,0.464020798,0.105738094,0.077270537,0.016590631
1339,B10Co75Si15,0.2,B10 Co75 Si15,0.009402266,0.009402266,0.062360956,1.899,0.074684522,10.15,3.153481321,2.75,0.680413817,49.49382125,26.53717781,1.2625,0.256850583,69.35,14.56594201,1.00E+11,100.2,47.34585124,1813.95,283.8398414,-0.067449469,0.261437908,0.052287582,0.68627451,0,0.438246733,0.097686652,0.079066184,0.01504441
1340,B12C12Co76,0.2,B12 C12 Co76,-0.031248827,0.031248827,0.089232841,1.9796,0.345631271,10.08,3.088136229,2.76,0.680745646,47.5278322,32.35402026,1.212,0.395785727,70.36,18.3788054,1.20E+11,96.04,45.52645974,2081.56,1054.498598,0.229949937,0.260416667,0.046875,0.692708333,0,0.504273181,0.159842612,0.089468008,-0.039127418
1341,B16C8Co76,0.2,B16 C8 Co76,-0.034550594,0.034550594,0.089652105,1.9592,0.293959683,10.04,2.984934851,2.76,0.683529893,47.4798442,32.62262894,1.218,0.38000755,70,17.40901406,1.60E+11,91.52,48.24612445,2023.52,904.0001179,0.129392383,0.261780105,0.041884817,0.696335079,0,0.529061208,0.152315567,0.086199897,-0.020315882
1342,B20C4Co76,0.2,B20 C4 Co76,0.010675648,0.036077918,0.090898295,1.9388,0.226978694,10,2.898855178,2.76,0.692092188,47.4318562,33.16851065,1.224,0.366048626,69.64,16.48069918,2.00E+11,87,50.23056085,1965.48,713.1618436,0.037212342,0.263157895,0.036842105,0.7,0,0.538291873,0.144417483,0.08501596,-0.01000478
1343,B24Co76Mn0,0.2,B24 Co76,0.007568382,0.03358155,0.102530483,1.9184,0.113137085,9.96,2.828427125,2.76,0.707106781,47.3838682,34.02753041,1.23,0.353553391,69.28,15.55634919,2.40E+11,82.48,51.61879503,1907.44,410.8290399,-0.123830247,0.264550265,0.031746032,0.703703704,0,0.499027851,0.136084015,0.08742738,-0.010534618
1344,B15Co77.5Si7.5,0.2,B15 Co77.5 Si7.5,0.015701214,0.015701214,0.031180478,1.9055,0.093127479,9.975,2.992414653,2.775,0.685344417,49.40128863,29.71800711,1.25625,0.299936862,68.875,14.85366329,1.50E+11,92.8,50.18511188,1849.075,346.4220947,-0.04952039,0.258899676,0.038834951,0.702265372,0,0.50411058,0.112649631,0.074459272,0.020466737
1345,B12.5Co77.5Si10,0.2,B12.5 Co77.5 Si10,0.010728278,0.010728278,0.035355339,1.902,0.085871491,10,3.060154979,2.775,0.683048449,49.83315113,28.41712408,1.2625,0.282576535,68.85,14.72853577,1.25E+11,95.875,49.04736295,1832.525,321.7333879,-0.05180604,0.258064516,0.041935484,0.7,0,0.481050334,0.105105142,0.073774649,0.023532151
1346,B10Co77.5Si12.5,0.2,B10 Co77.5 Si12.5,0.005751661,0.006711238,0.035355339,1.8985,0.077894535,10.025,3.135459086,2.775,0.683048449,50.26501363,27.14434266,1.26875,0.264819936,68.825,14.65266764,1.00E+11,98.95,47.528833,1815.975,293.8596775,-0.054809717,0.257234727,0.045016077,0.697749196,0,0.454090961,0.096909642,0.07477467,0.023465914
1347,B7.5Co77.5Si15,0.2,B7.5 Co77.5 Si15,0.000771364,0.008873732,0.031180478,1.895,0.068755165,10.05,3.21926022,2.775,0.685344417,50.69687613,25.87621496,1.275,0.246182982,68.8,14.62528598,75000000000,102.025,45.55898607,1799.425,261.1226443,-0.058037023,0.256410256,0.048076923,0.695512821,0,0.423722768,0.087884359,0.077172478,0.020732372
1348,Al0B22Co78,0.2,B22 Co78,0.028878886,0.028878886,0.122565175,1.9152,0.113137085,9.88,2.828427125,2.78,0.707106781,48.3463121,34.02753041,1.24,0.353553391,68.84,15.55634919,2.20E+11,83.94,51.61879503,1895.82,410.8290399,-0.109861418,0.260416667,0.028645833,0.7109375,0,0.50408406,0.131157909,0.083598633,-0.001711504
1349,B12Co78Si10,0.2,B12 Co78 Si10,0.009003319,0.009003319,0.028284271,1.9012,0.085152689,9.98,3.069457383,2.78,0.683608266,50.0737621,28.32266021,1.265,0.281147857,68.74,14.73369266,1.20E+11,96.24,48.82448223,1829.62,318.9989602,-0.049784363,0.257069409,0.041131105,0.701799486,0,0.479703395,0.103379703,0.073235424,0.025006078
1350,B11Co78Si11,0.2,B11 Co78 Si11,0.007012524,0.007012524,0.024494897,1.8998,0.081959534,9.99,3.09964263,2.78,0.683422174,50.2465071,27.80028836,1.2675,0.273929599,68.73,14.69866995,1.10E+11,97.47,48.23473666,1823,307.8912243,-0.050951803,0.256739409,0.042362003,0.700898588,0,0.468967796,0.100120964,0.07349904,0.025233629
1351,B7Co80P13,0.2,B7 Co80 P13,-0.002445731,0.007571751,0.004714045,1.9315,0.185461768,10.06,3.718510604,2.8,0.68781745,51.92991506,25.194756,1.2695,0.282260611,68.92,16.98379929,70000000000,81.92068,62.94655794,1620.079,902.2896354,-0.198914827,0.248138958,0.05707196,0.694789082,0,0.421541383,0.096739614,0.073348527,0.019213509
1352,B16C4Co80,0.2,B16 C4 Co80,0.025939575,0.025939575,0.082192187,1.9324,0.240855846,9.84,2.928638434,2.8,0.693375245,49.356744,33.20245444,1.244,0.370420759,68.76,16.73664795,1.60E+11,89.92,49.48756643,1942.24,753.2205342,0.054312096,0.255102041,0.030612245,0.714285714,0,0.541309272,0.134883809,0.078931118,0.00317274
1353,B15Co80Si5,0.2,B15 Co80 Si5,0.012054672,0.012054672,0.023570226,1.905,0.098268593,9.85,2.95614715,2.8,0.69109474,50.172481,30.81920085,1.2625,0.313710343,68.35,15.03503371,1.50E+11,91.55,50.45901248,1851.1,362.6461208,-0.037254091,0.25477707,0.031847134,0.713375796,0,0.523380932,0.112053512,0.073178571,0.023487767
1354,B14Co80Si6,0.2,B14 Co80 Si6,0.01006446,0.01006446,0.00942809,1.9036,0.095178293,9.86,2.984719596,2.8,0.689245517,50.345226,30.21822829,1.265,0.305943694,68.34,14.96079596,1.40E+11,92.78,50.05731869,1844.48,352.3041293,-0.037854725,0.254452926,0.03307888,0.712468193,0,0.515512761,0.109056067,0.072264897,0.02591255
1355,B12.5Co80Si7.5,0.2,B12.5 Co80 Si7.5,0.007078039,0.007078039,0.011785113,1.9015,0.090390706,9.875,3.029680972,2.8,0.687258847,50.6043435,29.33290085,1.26875,0.29427972,68.325,14.86662723,1.25E+11,94.625,49.34207354,1834.55,336.0649098,-0.038992877,0.253968254,0.034920635,0.711111111,0,0.501418374,0.104380623,0.071396003,0.028603264
1356,B18.5Co81.5Cr0,0.2,B18.5 Co81.5,0.016829357,0.016829357,0.073067701,1.9096,0.113137085,9.74,2.828427125,2.815,0.707106781,50.03058892,34.02753041,1.2575,0.353553391,68.07,15.55634919,1.85E+11,86.495,51.61879503,1875.485,410.8290399,-0.084487539,0.253485425,0.023447402,0.723067174,0,0.515842363,0.1215946,0.077658454,0.012769663
1357,Al0B18Co82,0.2,B18 Co82,0.015105691,0.015105691,0.065996633,1.9088,0.113137085,9.72,2.828427125,2.82,0.707106781,50.2711999,34.02753041,1.26,0.353553391,67.96,15.55634919,1.80E+11,86.86,51.61879503,1872.58,410.8290399,-0.080783836,0.252525253,0.022727273,0.724747475,0,0.517886559,0.120119451,0.076897889,0.014721518
1358,B17C0Co83,0.2,B17 Co83,0.011656631,0.011656631,0.051854497,1.9072,0.113137085,9.68,2.828427125,2.83,0.707106781,50.75242185,34.02753041,1.265,0.353553391,67.74,15.55634919,1.70E+11,87.59,51.61879503,1866.77,410.8290399,-0.073325931,0.250626566,0.021303258,0.728070175,0,0.52229936,0.117078709,0.075447006,0.018529132
1359,B16Co84Mn0,0.2,B16 Co84,0.008205266,0.008205266,0.037712362,1.9056,0.113137085,9.64,2.828427125,2.84,0.707106781,51.2336438,34.02753041,1.27,0.353553391,67.52,15.55634919,1.60E+11,88.32,51.61879503,1860.96,410.8290399,-0.065804998,0.248756219,0.019900498,0.731343284,0,0.527188502,0.113910179,0.074091712,0.022204439
1360,B12Co88Mn0,0.2,B12 Co88,-0.005623239,0.012203516,0.018856181,1.8992,0.113137085,9.48,2.828427125,2.88,0.707106781,53.1585316,34.02753041,1.29,0.353553391,66.64,15.55634919,1.20E+11,91.24,51.61879503,1837.72,410.8290399,-0.03515292,0.241545894,0.014492754,0.743961353,0,0.552972003,0.099731062,0.069647512,0.035523404
1361,B11Co89Mn0,0.2,B11 Co89,-0.009086127,0.014461377,0.014142136,1.8976,0.113137085,9.44,2.828427125,2.89,0.707106781,53.63975355,34.02753041,1.295,0.353553391,66.42,15.55634919,1.10E+11,91.97,51.61879503,1831.91,410.8290399,-0.027351473,0.239808153,0.013189448,0.747002398,0,0.561508858,0.095732416,0.068778845,0.038504509
1362,Fe1Ni79P20,0.2,Fe1 Ni79 P20,-0.016022842,0.016022842,0.014142136,1.9652,0.194450708,10.98,3.485526955,2.8,0.690271028,53.1209884,19.11572769,1.2805,0.242178113,71.54,15.96120222,7.79E-08,72.7372,62.58528131,1446.69,974.5854358,-0.27939419,0.222717149,0.066815145,0.710467706,0,0.300466752,0.079177445,0.084801392,-0.007152574
1363,Fe1.7Pd81.8Si16.5,0.2,Fe1.7 Pd81.8 Si16.5,-0.00334887,0.006885107,0.023914102,2.14421,0.215320718,10.626,2.763123611,2.835,0.67391422,92.6350325,53.42750417,1.3505,0.202174266,71.504,11.05249444,0.00016509,85.006,52.48902505,1804.4869,94.90578271,-0.137904282,0.040552585,0.036764706,0.922682709,0,0.262789252,0.087607463,0.0800728,0.0384678
1364,Fe3Ni77P20,0.2,Fe3 Ni77 P20,-0.016016317,0.016016317,0.042426407,1.9636,0.188406755,10.94,3.401255912,2.8,0.660999029,53.0640204,18.26956602,1.2815,0.233012412,71.42,15.44387842,7.84E-08,72.5172,59.8020776,1448.35,934.819272,-0.316397723,0.223713647,0.067114094,0.70917226,0,0.338003897,0.079116169,0.087049528,-0.010631852
1365,Fe4.2Pd79.3Si16.5,0.2,Fe4.2 Pd79.3 Si16.5,0.000316155,0.00526586,0.040745825,2.13496,0.218727367,10.576,2.690165981,2.835,0.634555075,91.3706575,51.09936607,1.3505,0.190366523,71.304,10.76066392,0.00016509,85.206,49.31565516,1804.06065,89.15006357,-0.166404404,0.046381358,0.036970648,0.916647995,0,0.304230166,0.088589106,0.082976991,0.031973517
1366,B25Fe5W70,0.2,B25 Fe5 W70,-0.00950325,0.014378571,0.01767767,2.2535,0.252193746,7.85,4.504055601,2.75,0.649113484,134.183,114.5394006,1.2275,0.327121425,63.05,19.95767994,2.50E+11,129.75,93.58271592,3264.3,999.8868588,-0.11852742,0.132013201,0.01650165,0.204620462,0.646864686,0.880231346,0.164390122,0.143142287,-0.234352471
1367,B25Fe5Mo70,0.2,B25 Fe5 Mo70,-0.008035794,0.010005751,0.01767767,2.1135,0.124365807,7.85,4.504055601,2.75,0.649113484,72.653,55.07569342,1.2975,0.387642688,63.75,19.32498528,2.50E+11,108.05,72.70298975,2705,467.3196341,-0.171335058,0.242990654,0.046728972,0.710280374,0,0.661002916,0.174348372,0.125709742,-0.197039105
1368,B25Fe5Ni70,0.2,B25 Fe5 Ni70,-0.035279154,0.037709891,0.081009259,1.9385,0.091587129,10.65,2.134520971,2.75,0.649113484,46.58038,30.97158803,1.2275,0.327121425,71.45,12.74181826,2.50E+11,74.45,41.22144909,1887.4,400.4108564,-0.124641769,0.245398773,0.030674847,0.72392638,0,0.636837719,0.141065141,0.09447723,-0.018637668
1369,Fe5Ni75P20,0.2,Fe5 Ni75 P20,-0.016009738,0.016009738,0.023570226,1.962,0.183468688,10.9,3.333755248,2.8,0.636445827,53.0070524,17.55618729,1.2825,0.225403997,71.3,15.01981813,7.90E-08,72.2972,57.45391133,1450.01,901.5891847,-0.351965874,0.224719101,0.06741573,0.707865169,0,0.367019546,0.079054457,0.091332282,-0.017552363
1370,B25Co70Fe5,0.2,B25 Co70 Fe5,0.00992055,0.03533808,0.081009259,1.9175,0.107251149,9.95,2.659517571,2.75,0.649113484,46.7482365,31.11919985,1.2275,0.327121425,69.35,14.44303028,2.50E+11,80.75,46.96849291,1915.4,375.5324011,-0.127623102,0.268456376,0.033557047,0.697986577,0,0.651247133,0.138414427,0.096073142,-0.022740791
1371,B20Co75Fe5,0.2,B20 Co75 Fe5,0.021996898,0.021996898,0.084983659,1.9095,0.105239329,9.75,2.608408992,2.8,0.636445827,49.15434625,30.52287355,1.2525,0.320674724,68.25,14.15890828,2.00E+11,84.4,46.18180912,1886.35,368.362533,-0.10740633,0.258064516,0.025806452,0.716129032,0,0.691468256,0.12585034,0.087424882,-0.002600361
1372,Co75Fe5Si4B16,0.2,Co75 Fe5 Si4 B16,0.014044295,0.014044295,0.044472214,1.9039,0.094811317,9.79,2.705914181,2.8,0.626377834,49.84532625,28.29423994,1.2625,0.292830591,68.21,13.81282961,1.60E+11,89.32,45.88451717,1859.87,335.582155,-0.080429918,0.256739409,0.030808729,0.712451861,0,0.687910093,0.114963919,0.087465146,0.001362696
1373,B9Fe6W85,0.2,B9 Fe6 W85,-0.013872169,0.013872169,0.075865378,2.2994,0.290284363,6.75,3.921492552,2.91,0.555091354,160.58769,108.63415,1.308,0.28031746,58.15,17.21019305,90000000000,151.73,86.58336058,3460.82,1099.253334,-0.009940989,0.112676056,0.005070423,0.211830986,0.670422535,1.499565696,0.103491527,0.136245514,-0.031808855
1374,B9Fe6Mo85,0.2,B9 Fe6 Mo85,0.002488693,0.013396433,0.075865378,2.1294,0.161044839,6.75,3.921492552,2.91,0.555091354,85.87269,49.3498364,1.393,0.332019608,59,16.62900184,90000000000,125.38,65.84279108,2781.67,563.8033303,-0.04972516,0.196581197,0.015384615,0.788034188,0,1.064764887,0.110124685,0.112106444,-0.027789362
1375,B9Fe6Ni85,0.2,B9 Fe6 Ni85,-0.016191691,0.018280789,0.066499791,1.9169,0.083593799,10.15,1.966135419,2.91,0.555091354,54.21308,26.50714488,1.308,0.28031746,68.35,11.11325851,90000000000,84.58,35.48458477,1788.87,343.7930388,-0.05675796,0.216216216,0.00972973,0.774054054,0,0.936759103,0.088627316,0.076314372,0.032687894
1376,B20Co74Fe6,0.2,B20 Co74 Fe6,0.021996898,0.021996898,0.08993825,1.909,0.104087217,9.74,2.575855072,2.8,0.625611247,49.1234643,29.98248554,1.253,0.31568969,68.22,13.94807957,2.00E+11,84.2,45.33415831,1886.78,361.8096084,-0.120461161,0.258397933,0.025839793,0.715762274,0,0.715857058,0.12585034,0.08994556,-0.006292488
1377,B17Co77Fe6,0.2,B17 Co77 Fe6,0.011656631,0.011656631,0.047842334,1.9042,0.102248611,9.62,2.528851141,2.83,0.613733205,50.56713015,29.42127036,1.268,0.309685268,67.56,13.68418091,1.70E+11,86.39,44.58678706,1869.35,355.0583579,-0.105851018,0.252525253,0.021464646,0.726010101,0,0.755289718,0.117078709,0.085779716,0.004340842
1378,B9Co85Fe6,0.2,B9 Co85 Fe6,-0.016018817,0.019342197,0.064807407,1.8914,0.09350704,9.3,2.303202207,2.91,0.555091354,54.41690575,26.63696076,1.308,0.28031746,65.8,12.3985727,90000000000,92.23,40.8357526,1822.87,321.541113,-0.055425208,0.238095238,0.010714286,0.751190476,0,0.97857685,0.087028233,0.077618866,0.035947664
1379,Fe6.7Pd76.8Si16.5,0.2,Fe6.7 Pd76.8 Si16.5,0.003977809,0.003977809,0.045020983,2.12571,0.221112557,10.526,2.636792917,2.835,0.603356603,90.1062825,49.24309286,1.3505,0.181006981,71.104,10.54717167,0.00016509,85.406,46.78601173,1803.6344,84.55836253,-0.192890092,0.0522758,0.037178909,0.910545291,0,0.337653628,0.089461504,0.087377295,0.023029963
1380,B17Fe7Ni76,0.2,B17 Fe7 Ni76,0.011366857,0.011506313,0.054365021,1.9265,0.088574663,10.37,2.074959152,2.83,0.602576387,50.354004,28.73134698,1.2685,0.304507018,69.81,12.0038058,1.70E+11,79.35,38.26753548,1839.38,371.5143219,-0.116851191,0.230680507,0.019607843,0.749711649,0,0.756550993,0.119231745,0.086835344,0.002695891
1381,Fe7Pd73Si20,0.2,Fe7 Pd73 Si20,0.013174854,0.013174854,0.027842532,2.1141,0.218756823,10.66,2.685293386,2.8,0.615603212,87.21285,49.56925569,1.34,0.184680963,71.64,10.74117354,0.000200086,88.16,47.68775752,1798.6465,86.16801176,-0.23118647,0.062355658,0.046189376,0.891454965,0,0.316143308,0.09626636,0.095658827,0.00853821
1382,B17Co75Fe8,0.2,B17 Co75 Fe8,0.011656631,0.011656631,0.063420992,1.9032,0.099897511,9.6,2.463053697,2.83,0.592301011,50.50536625,28.35676225,1.269,0.299755412,67.5,13.26301281,1.70E+11,85.99,42.94162135,1870.21,342.1580309,-0.127522785,0.253164557,0.021518987,0.725316456,0,0.804603143,0.117078709,0.090382373,-0.002424904
1383,Fe10Ni70P20,0.2,Fe10 Ni70 P20,-0.015993059,0.015993059,0.047140452,1.958,0.174555336,10.8,3.216803707,2.8,0.589767825,52.8646324,16.18590857,1.285,0.211233438,71,14.24933255,8.04E-08,71.7472,52.93659931,1454.16,838.8857159,-0.432600726,0.227272727,0.068181818,0.704545455,0,0.420741974,0.078898266,0.106527128,-0.042456707
1384,Fe10Pd73.5Si16.5,0.2,Fe10 Pd73.5 Si16.5,0.00880603,0.00880603,0.020620539,2.1135,0.223237387,10.46,2.587208094,2.835,0.571013212,88.4373075,47.28817649,1.3505,0.171303964,70.84,10.34883238,0.000165089,85.67,44.14322222,1803.07175,79.7560057,-0.22338236,0.06015891,0.037457435,0.902383655,0,0.374614384,0.090447878,0.093502214,0.010738028
1385,B20Co70Fe10,0.2,B20 Co70 Fe10,0.021996898,0.021996898,0.081649658,1.907,0.100444664,9.7,2.471577563,2.8,0.589767825,48.9999365,28.18545727,1.255,0.299365271,68.1,13.26076265,2.00E+11,83.4,42.48375649,1888.5,340.0027174,-0.164367748,0.25974026,0.025974026,0.714285714,0,0.796709558,0.12585034,0.099451598,-0.020206929
1386,B23Fe12.3Ni64.7,0.2,B23 Fe12.3 Ni64.7,0.031981449,0.031981449,0.104644637,1.93006,0.091220703,10.444,2.146303955,2.77,0.587350606,47.3300948,27.88581269,1.24115,0.299208733,70.632,12.02776244,2.30E+11,74.927,36.89004351,1881.039,358.8948107,-0.202329874,0.245579568,0.02824165,0.726178782,0,0.768076584,0.135974595,0.108831467,-0.033634988
1387,Fe12.5Pd71Si16.5,0.2,Fe12.5 Pd71 Si16.5,0.012459863,0.012459863,0.040207794,2.10425,0.224306249,10.41,2.561203158,2.835,0.55145762,87.1729325,46.07464835,1.3505,0.165437286,70.64,10.24481263,0.000165089,85.87,42.53015186,1802.6455,76.82074018,-0.242810516,0.066210046,0.037671233,0.896118721,0,0.398786743,0.09107092,0.097652131,0.006361768
1388,Fe13Pd67Si20,0.2,Fe13 Pd67 Si20,0.021933409,0.021933409,0.071685724,2.0919,0.220881709,10.54,2.633870224,2.8,0.568995224,84.17835,46.4238249,1.34,0.170698567,71.16,10.5354809,0.000200085,88.64,43.80317258,1797.6235,79.0862415,-0.28583373,0.077283372,0.046838407,0.87587822,0,0.370429999,0.097238589,0.107480336,-0.013932438
1389,Fe15Ni65P20,0.2,Fe15 Ni65 P20,-0.015976048,0.015976048,0.023570226,1.954,0.168971762,10.7,3.149973031,2.8,0.557386411,52.7222124,15.21608705,1.2875,0.201782109,70.7,13.76008015,8.18E-08,71.1972,49.72975221,1458.31,796.0040395,-0.496693761,0.229885057,0.068965517,0.701149425,0,0.458134716,0.078739327,0.121555617,-0.06689967
1390,B20Fe15Ni65,0.2,B20 Fe15 Ni65,0.021702405,0.021702405,0.084983659,1.924,0.089702854,10.3,2.117885005,2.8,0.557386411,48.68966,26.42766421,1.2575,0.284958692,69.9,11.5909238,2.00E+11,76.55,34.93537723,1864.65,339.8695566,-0.203450812,0.240963855,0.024096386,0.734939759,0,0.838896148,0.127941043,0.106631087,-0.018246323
1391,Fe16Ni64P20,0.2,Fe16 Ni64 P20,-0.015972606,0.015972606,0.037712362,1.9532,0.168146278,10.68,3.140995648,2.8,0.55215763,52.6937284,15.05691363,1.288,0.200304646,70.64,13.68682828,8.21E-08,71.0872,49.20211581,1459.14,789.1598825,-0.507428212,0.230414747,0.069124424,0.700460829,0,0.464202199,0.078707207,0.124195702,-0.071146334
1392,B17Co66.5Fe16.5,0.2,B17 Co66.5 Fe16.5,0.011656631,0.011656631,0.05071708,1.89895,0.093711339,9.515,2.285238796,2.83,0.530350642,50.24286968,25.24586972,1.27325,0.271662169,67.245,12.08255722,1.70E+11,84.29,38.01949119,1873.865,304.4016006,-0.18271517,0.255918106,0.021753039,0.722328855,0,0.953636625,0.117078709,0.101245109,0.000783443
1393,B29Fe18Ni53,0.2,B29 Fe18 Ni53,-0.02584066,0.02584066,0.038242646,1.9333,0.095623706,10.51,2.257083109,2.71,0.584539158,44.294792,27.59981803,1.214,0.300607859,71.43,12.32545578,2.90E+11,70.46,36.15544307,1923.03,352.882044,-0.277410301,0.262812089,0.038107753,0.699080158,0,0.766294556,0.149232071,0.133746807,-0.072558479
